organism,pref_name,target_type,gene_target
Mus musculus,Beta-secretase 2,SINGLE PROTEIN,APP
Rattus norvegicus,Amyloid beta A4 protein,SINGLE PROTEIN,APP
Homo sapiens,Pleckstrin homology domain-containing family A member 1,SINGLE PROTEIN,APP
Homo sapiens,Aminopeptidase,PROTEIN FAMILY,APP
Homo sapiens,NEDD8 activating enzyme,PROTEIN COMPLEX,APP
Mus musculus,Nuclear factor NF-kappa-B p100 subunit,SINGLE PROTEIN,APP
Homo sapiens,Inhibitor of NF-kappa-B kinase alpha/beta,PROTEIN COMPLEX,APP
Mus musculus,m7GpppX diphosphatase,SINGLE PROTEIN,APP
Homo sapiens,Recombining binding protein suppressor of hairless,SINGLE PROTEIN,APP
Macaca mulatta,Kappa-type opioid receptor,SINGLE PROTEIN,APP
Chikungunya virus (strain S27-African prototype) (CHIKV),Polyprotein P1234,SINGLE PROTEIN,APP
Homo sapiens,F-actin-capping protein subunit beta,SINGLE PROTEIN,APP
Homo sapiens,F-actin-capping protein subunit alpha-1,SINGLE PROTEIN,APP
Homo sapiens,Trafficking protein particle complex subunit 5,SINGLE PROTEIN,APP
Homo sapiens,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,SINGLE PROTEIN,APP
Homo sapiens,E3 ubiquitin-protein ligase Itchy homolog,SINGLE PROTEIN,APP
Homo sapiens,MAPK/MAK/MRK overlapping kinase,SINGLE PROTEIN,APP
Mus musculus,Tumor necrosis factor ligand superfamily member 11/11A,PROTEIN-PROTEIN INTERACTION,APP
Mus musculus,Inhibitor of nuclear factor kappa-B kinase subunit alpha/beta,PROTEIN COMPLEX,APP
Mus musculus,TBK1/IKBKE,PROTEIN FAMILY,APP
Homo sapiens,von Hippel-Lindau disease tumor suppressor/Inhibitor of nuclear factor kappa-B kinase subunit epsilon,PROTEIN-PROTEIN INTERACTION,APP
Homo sapiens,von Hippel-Lindau disease tumor suppressor/Serine/threonine-protein kinase TBK1,PROTEIN-PROTEIN INTERACTION,APP
Homo sapiens,Mitochondrial antiviral-signaling protein,SINGLE PROTEIN,APP
Homo sapiens,TRAF family member-associated NF-kappa-B activator,SINGLE PROTEIN,APP
Homo sapiens,5-azacytidine-induced protein 2,SINGLE PROTEIN,APP
Mus musculus,Mitogen-activated protein kinase kinase kinase 14,SINGLE PROTEIN,APP
Homo sapiens,E3 ubiquitin ligase TRAF3IP2,SINGLE PROTEIN,APP
Homo sapiens,Protein cereblon/Serine/threonine-protein kinase TBK1,PROTEIN-PROTEIN INTERACTION,APP
Mus musculus,Amyloid-beta A4 protein,SINGLE PROTEIN,APP
Homo sapiens,IKK2/IKK1,SELECTIVITY GROUP,APP
Mus musculus,I-kappa-B kinase,PROTEIN COMPLEX,APP
Rattus norvegicus,I-kappa-B kinase,PROTEIN COMPLEX,APP
Homo sapiens,OTU domain-containing protein 7B,SINGLE PROTEIN,APP
Homo sapiens,Hypoxia-inducible factor 1 alpha,SINGLE PROTEIN,HIF1A
Homo sapiens,Hypoxia-inducible factor 1-alpha inhibitor,SINGLE PROTEIN,HIF1A
Mus musculus,Hypoxia-inducible factor 1-alpha,SINGLE PROTEIN,HIF1A
Homo sapiens,"Hypoxia inducible factors; HIF-1-alpha, HIF-2-alpha",PROTEIN FAMILY,HIF1A
Homo sapiens,Histone acetyltransferase p300/Hypoxia-inducible factor 1-alpha,PROTEIN COMPLEX,HIF1A
Homo sapiens,HIF1A/p300/CREB-binding protein,PROTEIN-PROTEIN INTERACTION,HIF1A
Homo sapiens,von Hippel-Lindau disease tumor suppressor/Elongin-C/Elongin-B/HIF1A,PROTEIN COMPLEX,HIF1A
Homo sapiens,"Alcohol dehydrogenase, iron containing 1",SINGLE PROTEIN,HFE
Homo sapiens,Flap endonuclease 1,SINGLE PROTEIN,HFE
Homo sapiens,Carbonic anhydrase II,SINGLE PROTEIN,AR
Homo sapiens,Estrogen receptor alpha,SINGLE PROTEIN,AR
Homo sapiens,HMG-CoA reductase,SINGLE PROTEIN,AR
Homo sapiens,Glucocorticoid receptor,SINGLE PROTEIN,AR
Homo sapiens,Progesterone receptor,SINGLE PROTEIN,AR
Escherichia coli,DNA gyrase subunit B,SINGLE PROTEIN,AR
Homo sapiens,Beta-2 adrenergic receptor,SINGLE PROTEIN,AR
Homo sapiens,Muscarinic acetylcholine receptor M2,SINGLE PROTEIN,AR
Homo sapiens,Mineralocorticoid receptor,SINGLE PROTEIN,AR
Homo sapiens,Beta-1 adrenergic receptor,SINGLE PROTEIN,AR
Homo sapiens,Alpha-2a adrenergic receptor,SINGLE PROTEIN,AR
Escherichia coli K-12,DNA gyrase subunit A,SINGLE PROTEIN,AR
Homo sapiens,Arachidonate 5-lipoxygenase,SINGLE PROTEIN,AR
Homo sapiens,Androgen Receptor,SINGLE PROTEIN,AR
Homo sapiens,Retinoic acid receptor alpha,SINGLE PROTEIN,AR
Homo sapiens,Thyroid hormone receptor alpha,SINGLE PROTEIN,AR
Homo sapiens,Muscarinic acetylcholine receptor M1,SINGLE PROTEIN,AR
Homo sapiens,Vitamin D receptor,SINGLE PROTEIN,AR
Homo sapiens,Cytochrome P450 19A1,SINGLE PROTEIN,AR
Homo sapiens,Angiotensin-converting enzyme,SINGLE PROTEIN,AR
Homo sapiens,Farnesyl diphosphate synthase,SINGLE PROTEIN,AR
Homo sapiens,Steroid 5-alpha-reductase 1,SINGLE PROTEIN,AR
Homo sapiens,DOPA decarboxylase,SINGLE PROTEIN,AR
Homo sapiens,Ribonucleoside-diphosphate reductase M1 chain,SINGLE PROTEIN,AR
Homo sapiens,Norepinephrine transporter,SINGLE PROTEIN,AR
Escherichia coli K-12,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,SINGLE PROTEIN,AR
Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase,SINGLE PROTEIN,AR
Homo sapiens,Vasopressin V2 receptor,SINGLE PROTEIN,AR
Homo sapiens,GABA transporter 1,SINGLE PROTEIN,AR
Homo sapiens,Type-1 angiotensin II receptor,SINGLE PROTEIN,AR
Homo sapiens,Steroid 5-alpha-reductase 2,SINGLE PROTEIN,AR
Homo sapiens,Serotonin transporter,SINGLE PROTEIN,AR
Homo sapiens,Peroxisome proliferator-activated receptor gamma,SINGLE PROTEIN,AR
Homo sapiens,Vasopressin V1a receptor,SINGLE PROTEIN,AR
Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,SINGLE PROTEIN,AR
Homo sapiens,Thiazide-sensitive sodium-chloride cotransporter,SINGLE PROTEIN,AR
Mycobacterium tuberculosis,Arabinosyltransferase A,SINGLE PROTEIN,AR
Homo sapiens,Dopamine transporter,SINGLE PROTEIN,AR
Homo sapiens,Parathyroid hormone receptor,SINGLE PROTEIN,AR
Homo sapiens,Glutamate (NMDA) receptor subunit zeta 1,SINGLE PROTEIN,AR
Homo sapiens,Synaptic vesicular amine transporter,SINGLE PROTEIN,AR
Homo sapiens,Peroxisome proliferator-activated receptor alpha,SINGLE PROTEIN,AR
Homo sapiens,Glutamate [NMDA] receptor subunit epsilon 1,SINGLE PROTEIN,AR
Homo sapiens,Sodium-(potassium)-chloride cotransporter 2,SINGLE PROTEIN,AR
Homo sapiens,Voltage-gated L-type calcium channel alpha-1C subunit,SINGLE PROTEIN,AR
Homo sapiens,Estrogen receptor beta,SINGLE PROTEIN,AR
Homo sapiens,Equilibrative nucleoside transporter 1,SINGLE PROTEIN,AR
Hepatitis B virus adw2/Southern-Africa/Cai,Major surface antigen,SINGLE PROTEIN,AR
Homo sapiens,Glutamate carboxypeptidase II,SINGLE PROTEIN,AR
Homo sapiens,TNF-alpha,SINGLE PROTEIN,AR
Homo sapiens,Vascular endothelial growth factor A,SINGLE PROTEIN,AR
Homo sapiens,Coagulation factor X,SINGLE PROTEIN,AR
Homo sapiens,Interferon-alpha/beta receptor alpha chain,SINGLE PROTEIN,AR
Homo sapiens,Muscarinic acetylcholine receptor M4,SINGLE PROTEIN,AR
Homo sapiens,Muscarinic acetylcholine receptor M5,SINGLE PROTEIN,AR
Homo sapiens,Alpha-2b adrenergic receptor,SINGLE PROTEIN,AR
Homo sapiens,Alpha-2c adrenergic receptor,SINGLE PROTEIN,AR
Homo sapiens,Muscarinic acetylcholine receptor M3,SINGLE PROTEIN,AR
Homo sapiens,Glutamate [NMDA] receptor subunit epsilon 2,SINGLE PROTEIN,AR
Homo sapiens,Beta-3 adrenergic receptor,SINGLE PROTEIN,AR
Homo sapiens,Leukocyte elastase,SINGLE PROTEIN,AR
Homo sapiens,Stem cell growth factor receptor,SINGLE PROTEIN,AR
Homo sapiens,Retinoic acid receptor gamma,SINGLE PROTEIN,AR
Homo sapiens,Endothelin receptor ET-A,SINGLE PROTEIN,AR
Homo sapiens,Retinoid X receptor gamma,SINGLE PROTEIN,AR
Homo sapiens,Vesicular amine transporter 1,SINGLE PROTEIN,AR
Homo sapiens,Retinoic acid receptor beta,SINGLE PROTEIN,AR
Homo sapiens,Thyroid hormone receptor beta-1,SINGLE PROTEIN,AR
Homo sapiens,Ornithine decarboxylase,SINGLE PROTEIN,AR
Homo sapiens,Retinoid X receptor alpha,SINGLE PROTEIN,AR
Homo sapiens,Retinoid X receptor beta,SINGLE PROTEIN,AR
Homo sapiens,Calcium sensing receptor,SINGLE PROTEIN,AR
Homo sapiens,"Potassium channel, inwardly rectifying, subfamily J, member 11",SINGLE PROTEIN,AR
Escherichia coli K-12,Topoisomerase IV subunit A,SINGLE PROTEIN,AR
Homo sapiens,Niemann-Pick C1-like protein 1,SINGLE PROTEIN,AR
Homo sapiens,"Carboxypeptidase N, catalytic subunit",SINGLE PROTEIN,AR
Homo sapiens,Proto-oncogene c-JUN,SINGLE PROTEIN,AR
Homo sapiens,ADP-ribosyltransferase,SINGLE PROTEIN,AR
Homo sapiens,Glutathione transferase omega 2,SINGLE PROTEIN,AR
Torpedo californica,Vesicular acetylcholine transporter,SINGLE PROTEIN,AR
Homo sapiens,Kallikrein 2,SINGLE PROTEIN,AR
Homo sapiens,Acidic fibroblast growth factor,SINGLE PROTEIN,AR
Homo sapiens,5-lipoxygenase activating protein,SINGLE PROTEIN,AR
Homo sapiens,Folate receptor alpha,SINGLE PROTEIN,AR
Homo sapiens,Geranylgeranyl pyrophosphate synthetase,SINGLE PROTEIN,AR
Rattus norvegicus,Aryl sulfotransferase,SINGLE PROTEIN,AR
Homo sapiens,Folate transporter 1,SINGLE PROTEIN,AR
Homo sapiens,Cellular retinoic acid-binding protein I,SINGLE PROTEIN,AR
Homo sapiens,Estrogen-related receptor alpha,SINGLE PROTEIN,AR
Homo sapiens,Carbonic anhydrase III,SINGLE PROTEIN,AR
Homo sapiens,L-lactate dehydrogenase A chain,SINGLE PROTEIN,AR
Homo sapiens,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 2,SINGLE PROTEIN,AR
Homo sapiens,Serum paraoxonase/arylesterase 1,SINGLE PROTEIN,AR
Bos taurus,Vacuolar H(+)-ATPase,SINGLE PROTEIN,AR
Homo sapiens,Urokinase plasminogen activator surface receptor,SINGLE PROTEIN,AR
Homo sapiens,Neurokinin 2 receptor,SINGLE PROTEIN,AR
Homo sapiens,Carbonic anhydrase VI,SINGLE PROTEIN,AR
Homo sapiens,Carbonic anhydrase I,SINGLE PROTEIN,AR
Homo sapiens,Carboxypeptidase A2,SINGLE PROTEIN,AR
Homo sapiens,Cellular retinoic acid-binding protein II,SINGLE PROTEIN,AR
Homo sapiens,L-lactate dehydrogenase B chain,SINGLE PROTEIN,AR
Rattus norvegicus,Carbonic anhydrase II,SINGLE PROTEIN,AR
Rattus norvegicus,Aminopeptidase B,SINGLE PROTEIN,AR
Rattus norvegicus,cyclic AMP phosphoprotein,SINGLE PROTEIN,AR
Mus musculus,Carbonic anhydrase VII,SINGLE PROTEIN,AR
Rattus norvegicus,Carnitine/acylcarnitine translocase,SINGLE PROTEIN,AR
Homo sapiens,Indolethylamine N-methyltransferase,SINGLE PROTEIN,AR
Mus musculus,Atrial natriuretic peptide receptor C,SINGLE PROTEIN,AR
Mus musculus,Squalene synthetase,SINGLE PROTEIN,AR
Mus musculus,Sigma opioid receptor,SINGLE PROTEIN,AR
Mus musculus,Retinoic acid receptor beta,SINGLE PROTEIN,AR
Rattus norvegicus,Synaptic vesicular amine transporter,SINGLE PROTEIN,AR
Homo sapiens,Carboxypeptidase B2 isoform A,SINGLE PROTEIN,AR
Homo sapiens,Acetyl-CoA carboxylase 1,SINGLE PROTEIN,AR
Homo sapiens,Lysosomal Pro-X carboxypeptidase,SINGLE PROTEIN,AR
Gallus gallus,Cellular retinoic acid-binding protein I,SINGLE PROTEIN,AR
Staphylococcus aureus,Enoyl-[acyl-carrier-protein] reductase (FabI),SINGLE PROTEIN,AR
Rattus norvegicus,Renal sodium-dependent phosphate transport protein 1,SINGLE PROTEIN,AR
Rattus norvegicus,Alpha-2b adrenergic receptor,SINGLE PROTEIN,AR
Carica papaya,Papain,SINGLE PROTEIN,AR
Oryctolagus cuniculus,Angiotensin-converting enzyme,SINGLE PROTEIN,AR
Sus scrofa,Muscarinic acetylcholine receptor M2,SINGLE PROTEIN,AR
Oryctolagus cuniculus,Sodium/hydrogen exchanger 1,SINGLE PROTEIN,AR
Oryctolagus cuniculus,Sodium/hydrogen exchanger 2,SINGLE PROTEIN,AR
Aedes aegypti,Ecdysone receptor,SINGLE PROTEIN,AR
Bombyx mori,Ecdysone receptor,SINGLE PROTEIN,AR
Herpes simplex virus (type 1 / strain 17),Ribonucleoside-diphosphate reductase large chain,SINGLE PROTEIN,AR
Mus musculus,Cholecystokinin A receptor,SINGLE PROTEIN,AR
Homo sapiens,Cholecystokinin A receptor,SINGLE PROTEIN,AR
Homo sapiens,C-X-C chemokine receptor type 4,SINGLE PROTEIN,AR
Rattus norvegicus,Calcium sensing receptor,SINGLE PROTEIN,AR
Homo sapiens,Carboxypeptidase A1,SINGLE PROTEIN,AR
Homo sapiens,Carboxypeptidase M,SINGLE PROTEIN,AR
Mus musculus,Voltage-gated L-type calcium channel alpha-1C subunit,SINGLE PROTEIN,AR
Rattus norvegicus,Voltage-gated L-type calcium channel alpha-1C subunit,SINGLE PROTEIN,AR
Homo sapiens,C-C chemokine receptor type 1,SINGLE PROTEIN,AR
Homo sapiens,Oligopeptide transporter small intestine isoform,SINGLE PROTEIN,AR
Homo sapiens,Protein farnesyltransferase/geranylgeranyltransferase type I alpha subunit,SINGLE PROTEIN,AR
Homo sapiens,Protein farnesyltransferase beta subunit,SINGLE PROTEIN,AR
Rattus norvegicus,Acetyl-CoA carboxylase 1,SINGLE PROTEIN,AR
Homo sapiens,Acetyl-CoA carboxylase 2,SINGLE PROTEIN,AR
Rattus norvegicus,Muscarinic acetylcholine receptor M1,SINGLE PROTEIN,AR
Mus musculus,Muscarinic acetylcholine receptor M2,SINGLE PROTEIN,AR
Mus musculus,Muscarinic acetylcholine receptor M3,SINGLE PROTEIN,AR
Homo sapiens,Proteinase-activated receptor 1,SINGLE PROTEIN,AR
Bos taurus,Alpha-2a adrenergic receptor,SINGLE PROTEIN,AR
Mus musculus,Alpha-2a adrenergic receptor,SINGLE PROTEIN,AR
Homo sapiens,Beta amyloid A4 protein,SINGLE PROTEIN,AR
Homo sapiens,"AMP-activated protein kinase, alpha-2 subunit",SINGLE PROTEIN,AR
Homo sapiens,Beta secretase 2,SINGLE PROTEIN,AR
Mus musculus,Muscarinic acetylcholine receptor M4,SINGLE PROTEIN,AR
Rattus norvegicus,Muscarinic acetylcholine receptor M5,SINGLE PROTEIN,AR
Homo sapiens,Aryl hydrocarbon receptor,SINGLE PROTEIN,AR
Homo sapiens,Aminopeptidase B,SINGLE PROTEIN,AR
Homo sapiens,Salivary alpha-amylase,SINGLE PROTEIN,AR
Homo sapiens,G-protein coupled receptor kinase 2,SINGLE PROTEIN,AR
Homo sapiens,Cerebroside-sulfatase,SINGLE PROTEIN,AR
Homo sapiens,N-acetylgalactosamine-4-sulfatase,SINGLE PROTEIN,AR
Homo sapiens,Arylamine N-acetyltransferase 2,SINGLE PROTEIN,AR
Homo sapiens,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,SINGLE PROTEIN,AR
Homo sapiens,Tyrosine aminotransferase,SINGLE PROTEIN,AR
Homo sapiens,AICAR transformylase,SINGLE PROTEIN,AR
Homo sapiens,Cytochrome P450 4F2,SINGLE PROTEIN,AR
Homo sapiens,Thiamine transporter 1,SINGLE PROTEIN,AR
Homo sapiens,Inhibitor of nuclear factor kappa B kinase alpha subunit,SINGLE PROTEIN,AR
Homo sapiens,Inhibitor of nuclear factor kappa B kinase beta subunit,SINGLE PROTEIN,AR
Rattus norvegicus,Carnitine palmitoyltransferase 1A,SINGLE PROTEIN,AR
Homo sapiens,Carnitine palmitoyltransferase 2,SINGLE PROTEIN,AR
Rattus norvegicus,Cytochrome P450 19A1,SINGLE PROTEIN,AR
Mus musculus,TNF-alpha,SINGLE PROTEIN,AR
Homo sapiens,Serine/threonine-protein kinase Aurora-B,SINGLE PROTEIN,AR
Homo sapiens,Ribosomal protein S6 kinase alpha 4,SINGLE PROTEIN,AR
Homo sapiens,C3a anaphylatoxin chemotactic receptor,SINGLE PROTEIN,AR
Escherichia coli K-12,Inosine-5'-monophosphate dehydrogenase,SINGLE PROTEIN,AR
Homo sapiens,Tumor necrosis factor receptor R1,SINGLE PROTEIN,AR
Homo sapiens,Lysophosphatidic acid receptor Edg-2,SINGLE PROTEIN,AR
Homo sapiens,Rho-associated protein kinase 1,SINGLE PROTEIN,AR
Homo sapiens,Lysophosphatidic acid receptor Edg-4,SINGLE PROTEIN,AR
Homo sapiens,Ribosomal protein S6 kinase alpha 5,SINGLE PROTEIN,AR
Homo sapiens,Phenylalanyl-tRNA synthetase mitochondrial,SINGLE PROTEIN,AR
Canis lupus familiaris,Peroxisome proliferator-activated receptor alpha,SINGLE PROTEIN,AR
Mus musculus,Poly [ADP-ribose] polymerase-2,SINGLE PROTEIN,AR
Rattus norvegicus,Progesterone receptor,SINGLE PROTEIN,AR
Homo sapiens,"Potassium channel, inwardly rectifying, subfamily J, member 8",SINGLE PROTEIN,AR
Homo sapiens,Adenylosuccinate synthetase 2,SINGLE PROTEIN,AR
Homo sapiens,Carboxypeptidase B,SINGLE PROTEIN,AR
Rattus norvegicus,Vasopressin V2 receptor,SINGLE PROTEIN,AR
Homo sapiens,cAMP-dependent protein kinase type I-alpha regulatory subunit,SINGLE PROTEIN,AR
Rattus norvegicus,Vesicular acetylcholine transporter,SINGLE PROTEIN,AR
Homo sapiens,Vacuolar ATP synthase subunit S1,SINGLE PROTEIN,AR
Homo sapiens,"Arachidonate 15-lipoxygenase, type II",SINGLE PROTEIN,AR
Mus musculus,Peroxisome proliferator-activated receptor alpha,SINGLE PROTEIN,AR
Rattus norvegicus,Peroxisome proliferator-activated receptor alpha,SINGLE PROTEIN,AR
Mus musculus,Peroxisome proliferator-activated receptor delta,SINGLE PROTEIN,AR
Mus musculus,Peroxisome proliferator-activated receptor gamma,SINGLE PROTEIN,AR
Homo sapiens,Vascular endothelial growth factor receptor 1,SINGLE PROTEIN,AR
Homo sapiens,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,AR
Homo sapiens,NAALADase II,SINGLE PROTEIN,AR
Mus musculus,Carbonic anhydrase XIII,SINGLE PROTEIN,AR
Homo sapiens,Intermediate conductance calcium-activated potassium channel protein 4,SINGLE PROTEIN,AR
Rattus norvegicus,Aflatoxin B1 aldehyde reductase,SINGLE PROTEIN,AR
Mus musculus,Dopamine transporter,SINGLE PROTEIN,AR
Rattus norvegicus,Vitamin K-dependent gamma-carboxylase,SINGLE PROTEIN,AR
Bos taurus,Synaptic vesicular amine transporter,SINGLE PROTEIN,AR
Rattus norvegicus,Mineralocorticoid receptor,SINGLE PROTEIN,AR
Homo sapiens,Carbonic anhydrase VB,SINGLE PROTEIN,AR
Mus musculus,Aminopeptidase B,SINGLE PROTEIN,AR
Bos taurus,Carbonic anhydrase IV,SINGLE PROTEIN,AR
Homo sapiens,Carbonic anhydrase VA,SINGLE PROTEIN,AR
Homo sapiens,Carbonic anhydrase VII,SINGLE PROTEIN,AR
Homo sapiens,Carbonic anhydrase XIV,SINGLE PROTEIN,AR
Gallus gallus,Calpain 1/2,SINGLE PROTEIN,AR
Homo sapiens,Sodium/calcium exchanger 1,SINGLE PROTEIN,AR
Homo sapiens,Peroxisomal carnitine O-octanoyltransferase,SINGLE PROTEIN,AR
Mus musculus,MAP kinase ERK2,SINGLE PROTEIN,AR
Mus musculus,Constitutive androstane receptor,SINGLE PROTEIN,AR
Homo sapiens,Intercellular adhesion molecule-1,SINGLE PROTEIN,AR
Homo sapiens,Sodium/hydrogen exchanger 1,SINGLE PROTEIN,AR
Rattus norvegicus,Sodium/hydrogen exchanger 1,SINGLE PROTEIN,AR
Homo sapiens,Sodium/hydrogen exchanger 2,SINGLE PROTEIN,AR
Homo sapiens,Dihydroorotase,SINGLE PROTEIN,AR
Mus musculus,Cyclooxygenase-2,SINGLE PROTEIN,AR
Rattus norvegicus,Creatine transporter,SINGLE PROTEIN,AR
Rattus norvegicus,Glycine transporter 1,SINGLE PROTEIN,AR
Homo sapiens,GABA transporter 3,SINGLE PROTEIN,AR
Homo sapiens,Squalene synthetase,SINGLE PROTEIN,AR
Homo sapiens,Phosphoenolpyruvate carboxykinase mitochondrial,SINGLE PROTEIN,AR
Homo sapiens,Arachidonate 12-lipoxygenase,SINGLE PROTEIN,AR
Saccharomyces cerevisiae S288c,Protein farnesyltransferase/geranylgeranyltransferase type I alpha subunit,SINGLE PROTEIN,AR
Homo sapiens,Glutathione transferase omega 1,SINGLE PROTEIN,AR
Homo sapiens,Glucose transporter,SINGLE PROTEIN,AR
Homo sapiens,Bile acid receptor FXR,SINGLE PROTEIN,AR
Homo sapiens,Carnitine acetylase,SINGLE PROTEIN,AR
Homo sapiens,Muscle glycogen synthase,SINGLE PROTEIN,AR
Homo sapiens,Tyrosine-protein kinase ABL2,SINGLE PROTEIN,AR
Homo sapiens,Oligosaccharyl transferase 48 kDa subunit,SINGLE PROTEIN,AR
Homo sapiens,Heat shock protein HSP 90-alpha,SINGLE PROTEIN,AR
Homo sapiens,Protein-beta-aspartate methyltransferase,SINGLE PROTEIN,AR
Homo sapiens,Glutamate decarboxylase 67 kDa isoform,SINGLE PROTEIN,AR
Homo sapiens,Legumain,SINGLE PROTEIN,AR
Homo sapiens,Estrogen-related receptor beta,SINGLE PROTEIN,AR
Homo sapiens,Estrogen-related receptor gamma,SINGLE PROTEIN,AR
Rattus norvegicus,Liver carboxylesterase 3,SINGLE PROTEIN,AR
Bos taurus,Endothelin receptor ET-A,SINGLE PROTEIN,AR
Homo sapiens,Steryl-sulfatase,SINGLE PROTEIN,AR
Homo sapiens,TAR RNA binding protein 1,SINGLE PROTEIN,AR
Homo sapiens,LXR-alpha,SINGLE PROTEIN,AR
Homo sapiens,Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4,SINGLE PROTEIN,AR
Homo sapiens,Sigma opioid receptor,SINGLE PROTEIN,AR
Homo sapiens,Coagulation factor XII,SINGLE PROTEIN,AR
Homo sapiens,Prenyl protein specific protease,SINGLE PROTEIN,AR
Rattus norvegicus,Steryl-sulfatase,SINGLE PROTEIN,AR
Homo sapiens,Alanyl-tRNA synthetase,SINGLE PROTEIN,AR
Homo sapiens,Atrial natriuretic peptide receptor C,SINGLE PROTEIN,AR
Rattus norvegicus,Squalene synthetase,SINGLE PROTEIN,AR
Homo sapiens,Aminoacyl-tRNA synthetase,SINGLE PROTEIN,AR
Rattus norvegicus,HMG-CoA synthase,SINGLE PROTEIN,AR
Homo sapiens,Histidyl-tRNA synthetase,SINGLE PROTEIN,AR
Homo sapiens,Arginyl-tRNA synthetase,SINGLE PROTEIN,AR
Homo sapiens,Nuclear factor of activated T-cells cytoplasmic 1,SINGLE PROTEIN,AR
Homo sapiens,Valyl-tRNA synthetase 2,SINGLE PROTEIN,AR
Homo sapiens,Phosphorylase kinase gamma subunit 1,SINGLE PROTEIN,AR
Homo sapiens,"AMP-activated protein kinase, alpha-1 subunit",SINGLE PROTEIN,AR
Homo sapiens,Serine/threonine-protein kinase mTOR,SINGLE PROTEIN,AR
Mus musculus,Retinoic acid receptor gamma,SINGLE PROTEIN,AR
Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),Chorismate synthase,SINGLE PROTEIN,AR
Homo sapiens,S-adenosylmethionine decarboxylase 1,SINGLE PROTEIN,AR
Homo sapiens,Receptor-type tyrosine-protein phosphatase beta,SINGLE PROTEIN,AR
Homo sapiens,Betaine transporter,SINGLE PROTEIN,AR
Homo sapiens,Microsomal triglyceride transfer protein large subunit,SINGLE PROTEIN,AR
Rattus norvegicus,Glutamate decarboxylase 67 kDa isoform,SINGLE PROTEIN,AR
Homo sapiens,Glutamate decarboxylase 65 kDa isoform,SINGLE PROTEIN,AR
Mus musculus,Ornithine decarboxylase,SINGLE PROTEIN,AR
Mus musculus,DOPA decarboxylase,SINGLE PROTEIN,AR
Sus scrofa,DOPA decarboxylase,SINGLE PROTEIN,AR
Homo sapiens,Sodium channel protein type V alpha subunit,SINGLE PROTEIN,AR
Homo sapiens,Estradiol 17-beta-dehydrogenase 3,SINGLE PROTEIN,AR
Homo sapiens,Tyrosyl-tRNA synthetase,SINGLE PROTEIN,AR
Homo sapiens,Carboxylesterase 2,SINGLE PROTEIN,AR
Rattus norvegicus,Glutamate carboxypeptidase II,SINGLE PROTEIN,AR
Homo sapiens,Nuclear factor NF-kappa-B p105 subunit,SINGLE PROTEIN,AR
Homo sapiens,Kynurenine--oxoglutarate transaminase I,SINGLE PROTEIN,AR
Homo sapiens,Fatty acid synthase,SINGLE PROTEIN,AR
Homo sapiens,cAMP-dependent protein kinase type II-alpha regulatory subunit,SINGLE PROTEIN,AR
Homo sapiens,Excitatory amino acid transporter 3,SINGLE PROTEIN,AR
Homo sapiens,Ornithine carbamoyltransferase,SINGLE PROTEIN,AR
Homo sapiens,Gamma-glutamyl hydrolase,SINGLE PROTEIN,AR
Mus musculus,Retinoid X receptor alpha,SINGLE PROTEIN,AR
Rattus norvegicus,Retinoid X receptor alpha,SINGLE PROTEIN,AR
Homo sapiens,Excitatory amino acid transporter 1,SINGLE PROTEIN,AR
Homo sapiens,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,SINGLE PROTEIN,AR
Homo sapiens,Ephrin type-B receptor 2,SINGLE PROTEIN,AR
Homo sapiens,Interleukin-8 receptor A,SINGLE PROTEIN,AR
Homo sapiens,Aspartyl aminopeptidase,SINGLE PROTEIN,AR
Mus musculus,Retinoid X receptor beta,SINGLE PROTEIN,AR
Rattus norvegicus,Steroid 5-alpha-reductase 1,SINGLE PROTEIN,AR
Rattus norvegicus,Steroid 5-alpha-reductase 2,SINGLE PROTEIN,AR
Homo sapiens,Glycine transporter 2,SINGLE PROTEIN,AR
Rattus norvegicus,Glycine transporter 2,SINGLE PROTEIN,AR
Sus scrofa,Arachidonate 12-lipoxygenase,SINGLE PROTEIN,AR
